#Addr, Size, Enable addr
0x000000,16388,
0x010084,1,
0x01008c,2,
0x010180,5,
0x01019c,5,
0x010304,1,
0x0103bc,52,
0x010500,35,
0x010604,1,
0x01060c,1,
0x010624,1,
0x01062c,1,
0x010644,1,
0x01064c,3,
0x010800,1,
0x010808,2,
0x010844,1,
0x01084c,4,
0x011000,32,
0x011200,32,
0x011400,32,
0x011600,32,
0x011800,20,
0x011888,22,
0x011900,18,
0x011a00,36,
0x011b00,3,
0x011b10,1,
0x011b20,1,
0x011b30,1,
0x011b40,1,
0x011b50,1,
0x011b60,1,
0x011b70,1,
0x011c00,128,
0x012000,1,
0x012008,1,
0x012010,1,
0x012018,1,
0x012020,1,
0x012028,1,
0x012030,1,
0x012038,1,
0x012050,1,
0x012058,1,
0x012060,1,
0x012068,1,
0x012070,1,
0x012078,1,
0x012080,1,
0x012088,1,
0x012090,1,
0x012100,5,
0x012120,2,
0x012180,6,
0x0121a0,6,
0x012200,5,
0x012220,6,
0x012240,3,
0x012280,9,
0x0122c0,16,
0x014000,1,
0x014010,10,
0x014104,1,
0x01410c,4,
0x014200,1,
0x014210,4,
0x014300,4,
0x014400,3,
0x014410,1,
0x014444,1,
0x01444c,4,
0x014480,2,
0x014500,35,
0x014590,1,
0x014600,32,
0x014704,1,
0x01470c,1,
0x014804,2,
0x014814,3,
0x014824,2,
0x014834,3,
0x014844,2,
0x014854,5,
0x014a00,4,
0x014a14,2,
0x015004,1,
0x01500c,4,
0x015204,1,
0x015214,4,
0x015228,1,
0x015244,1,
0x015250,4,
0x015274,1,
0x01527c,1,
0x0152a4,1,
0x015300,4,
0x015314,1,
0x01531c,3,
0x015404,2,
0x015430,20,
0x015484,2,
0x015498,5,
0x0154bc,1,
0x0154c8,1,
0x0154d4,2,
0x01550c,3,
0x015524,3,
0x015608,3,
0x015618,4,
0x015680,16,
0x015704,2,
0x015730,20,
0x015784,3,
0x015794,3,
0x0157c0,6,
0x015800,52,
0x0158d4,1,
